"location","variable","Unit","Date","Value"
"El Salvador","Kidnapping at the National Level Count","Number","2012","14"
"El Salvador","Kidnapping at the National Level Count","Number","2013","14"
"El Salvador","Kidnapping at the National Level Count","Number","2014","17"
"El Salvador","Kidnapping at the National Level Count","Number","2015","19"
"El Salvador","Kidnapping at the National Level Count","Number","2016","23"
"El Salvador","Kidnapping at the National Level Count","Number","2017","15"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2004","28"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2005","58"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2006","17"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2007","14"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2008","17"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2009","8"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2010","7"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2011","3"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2012","3"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2013","4"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2014","3"
"Trinidad and Tobago","Kidnapping at the National Level Count","Number","2015","4"
"Bahamas","Kidnapping at the National Level Count","Number","2005","24"
"Bahamas","Kidnapping at the National Level Count","Number","2006","27"
"Bahamas","Kidnapping at the National Level Count","Number","2007","31"
"Bahamas","Kidnapping at the National Level Count","Number","2008","35"
"Bahamas","Kidnapping at the National Level Count","Number","2009","27"
"Bahamas","Kidnapping at the National Level Count","Number","2010","18"
"Bahamas","Kidnapping at the National Level Count","Number","2011","26"
"Bahamas","Kidnapping at the National Level Count","Number","2012","28"
"Bahamas","Kidnapping at the National Level Count","Number","2014","14"
"Bahamas","Kidnapping at the National Level Count","Number","2015","20"
"Bahamas","Kidnapping at the National Level Count","Number","2016","17"
"Bahamas","Kidnapping at the National Level Count","Number","2017","11"
"Bahamas","Kidnapping at the National Level Count","Number","2018","9"
"Haiti","Kidnapping at the National Level Count","Number","2018","46"
"Puerto Rico","Kidnapping at the National Level Count","Number","2016","47"
"Puerto Rico","Kidnapping at the National Level Count","Number","2017","30"
"Andorra","Kidnapping at the National Level Count","Number","2007","0"
"Andorra","Kidnapping at the National Level Count","Number","2008","0"
"Andorra","Kidnapping at the National Level Count","Number","2009","0"
"Andorra","Kidnapping at the National Level Count","Number","2010","0"
"Andorra","Kidnapping at the National Level Count","Number","2011","0"
"Andorra","Kidnapping at the National Level Count","Number","2012","0"
"Andorra","Kidnapping at the National Level Count","Number","2013","0"
"Andorra","Kidnapping at the National Level Count","Number","2014","1"
"Andorra","Kidnapping at the National Level Count","Number","2015","0"
"Switzerland","Kidnapping at the National Level Count","Number","2003","263"
"Switzerland","Kidnapping at the National Level Count","Number","2004","267"
"Switzerland","Kidnapping at the National Level Count","Number","2005","245"
"Switzerland","Kidnapping at the National Level Count","Number","2006","274"
"Switzerland","Kidnapping at the National Level Count","Number","2007","269"
"Switzerland","Kidnapping at the National Level Count","Number","2008","309"
"Switzerland","Kidnapping at the National Level Count","Number","2009","359"
"Switzerland","Kidnapping at the National Level Count","Number","2010","0"
"Switzerland","Kidnapping at the National Level Count","Number","2011","4"
"Switzerland","Kidnapping at the National Level Count","Number","2012","5"
"Switzerland","Kidnapping at the National Level Count","Number","2013","3"
"Switzerland","Kidnapping at the National Level Count","Number","2014","1"
"Switzerland","Kidnapping at the National Level Count","Number","2015","4"
"Switzerland","Kidnapping at the National Level Count","Number","2016","3"
"Switzerland","Kidnapping at the National Level Count","Number","2017","3"
"Switzerland","Kidnapping at the National Level Count","Number","2018","8"
"France","Kidnapping at the National Level Count","Number","2003","2031"
"France","Kidnapping at the National Level Count","Number","2004","2143"
"France","Kidnapping at the National Level Count","Number","2005","2012"
"France","Kidnapping at the National Level Count","Number","2006","2288"
"France","Kidnapping at the National Level Count","Number","2007","2109"
"France","Kidnapping at the National Level Count","Number","2008","2074"
"France","Kidnapping at the National Level Count","Number","2009","2085"
"France","Kidnapping at the National Level Count","Number","2010","2092"
"France","Kidnapping at the National Level Count","Number","2011","2234"
"France","Kidnapping at the National Level Count","Number","2012","2117"
"France","Kidnapping at the National Level Count","Number","2013","2266"
"France","Kidnapping at the National Level Count","Number","2014","2956"
"France","Kidnapping at the National Level Count","Number","2015","3818"
"France","Kidnapping at the National Level Count","Number","2016","3818"
"Luxembourg","Kidnapping at the National Level Count","Number","2006","17"
"Luxembourg","Kidnapping at the National Level Count","Number","2007","36"
"Luxembourg","Kidnapping at the National Level Count","Number","2008","33"
"Luxembourg","Kidnapping at the National Level Count","Number","2009","40"
"Luxembourg","Kidnapping at the National Level Count","Number","2010","27"
"Luxembourg","Kidnapping at the National Level Count","Number","2011","47"
"Luxembourg","Kidnapping at the National Level Count","Number","2012","57"
"Luxembourg","Kidnapping at the National Level Count","Number","2013","48"
"Luxembourg","Kidnapping at the National Level Count","Number","2014","52"
"Luxembourg","Kidnapping at the National Level Count","Number","2015","53"
"Luxembourg","Kidnapping at the National Level Count","Number","2016","50"
"Luxembourg","Kidnapping at the National Level Count","Number","2017","46"
"Luxembourg","Kidnapping at the National Level Count","Number","2018","36"
"Monaco","Kidnapping at the National Level Count","Number","2005","0"
"Monaco","Kidnapping at the National Level Count","Number","2006","2"
"Monaco","Kidnapping at the National Level Count","Number","2014","0"
"Monaco","Kidnapping at the National Level Count","Number","2015","1"
"Monaco","Kidnapping at the National Level Count","Number","2016","1"
"Malta","Kidnapping at the National Level Count","Number","2008","0"
"Malta","Kidnapping at the National Level Count","Number","2009","0"
"Malta","Kidnapping at the National Level Count","Number","2010","0"
"Malta","Kidnapping at the National Level Count","Number","2011","0"
"Malta","Kidnapping at the National Level Count","Number","2012","0"
"Malta","Kidnapping at the National Level Count","Number","2013","0"
"Malta","Kidnapping at the National Level Count","Number","2014","0"
"Malta","Kidnapping at the National Level Count","Number","2015","0"
"Malta","Kidnapping at the National Level Count","Number","2016","0"
"Malta","Kidnapping at the National Level Count","Number","2017","0"
"Malta","Kidnapping at the National Level Count","Number","2018","0"
"Belarus","Kidnapping at the National Level Count","Number","2003","30"
"Belarus","Kidnapping at the National Level Count","Number","2004","34"
"Belarus","Kidnapping at the National Level Count","Number","2005","36"
"Belarus","Kidnapping at the National Level Count","Number","2006","23"
"Belarus","Kidnapping at the National Level Count","Number","2007","31"
"Belarus","Kidnapping at the National Level Count","Number","2008","19"
"Belarus","Kidnapping at the National Level Count","Number","2009","16"
"Belarus","Kidnapping at the National Level Count","Number","2010","19"
"Belarus","Kidnapping at the National Level Count","Number","2011","12"
"Belarus","Kidnapping at the National Level Count","Number","2012","6"
"Belarus","Kidnapping at the National Level Count","Number","2013","13"
"Belarus","Kidnapping at the National Level Count","Number","2014","31"
"Belarus","Kidnapping at the National Level Count","Number","2015","31"
"Belarus","Kidnapping at the National Level Count","Number","2016","28"
"Belarus","Kidnapping at the National Level Count","Number","2017","15"
"Belarus","Kidnapping at the National Level Count","Number","2018","6"
"Italy","Kidnapping at the National Level Count","Number","2003","132"
"Italy","Kidnapping at the National Level Count","Number","2004","154"
"Italy","Kidnapping at the National Level Count","Number","2005","368"
"Italy","Kidnapping at the National Level Count","Number","2006","278"
"Italy","Kidnapping at the National Level Count","Number","2007","364"
"Italy","Kidnapping at the National Level Count","Number","2008","325"
"Italy","Kidnapping at the National Level Count","Number","2009","349"
"Italy","Kidnapping at the National Level Count","Number","2010","351"
"Italy","Kidnapping at the National Level Count","Number","2011","356"
"Italy","Kidnapping at the National Level Count","Number","2012","341"
"Italy","Kidnapping at the National Level Count","Number","2013","325"
"Italy","Kidnapping at the National Level Count","Number","2014","297"
"Italy","Kidnapping at the National Level Count","Number","2015","287"
"Italy","Kidnapping at the National Level Count","Number","2016","197"
"Italy","Kidnapping at the National Level Count","Number","2017","198"
"Italy","Kidnapping at the National Level Count","Number","2018","185"
"Spain","Kidnapping at the National Level Count","Number","2005","208"
"Spain","Kidnapping at the National Level Count","Number","2006","223"
"Spain","Kidnapping at the National Level Count","Number","2007","216"
"Spain","Kidnapping at the National Level Count","Number","2008","237"
"Spain","Kidnapping at the National Level Count","Number","2009","171"
"Spain","Kidnapping at the National Level Count","Number","2010","127"
"Spain","Kidnapping at the National Level Count","Number","2011","111"
"Spain","Kidnapping at the National Level Count","Number","2012","118"
"Spain","Kidnapping at the National Level Count","Number","2013","121"
"Spain","Kidnapping at the National Level Count","Number","2014","99"
"Spain","Kidnapping at the National Level Count","Number","2015","93"
"Spain","Kidnapping at the National Level Count","Number","2016","94"
"Spain","Kidnapping at the National Level Count","Number","2017","69"
"Spain","Kidnapping at the National Level Count","Number","2018","81"
"Netherlands","Kidnapping at the National Level Count","Number","2005","910"
"Netherlands","Kidnapping at the National Level Count","Number","2006","850"
"Netherlands","Kidnapping at the National Level Count","Number","2007","780"
"Netherlands","Kidnapping at the National Level Count","Number","2008","760"
"Netherlands","Kidnapping at the National Level Count","Number","2009","625"
"Netherlands","Kidnapping at the National Level Count","Number","2010","645"
"Netherlands","Kidnapping at the National Level Count","Number","2011","560"
"Netherlands","Kidnapping at the National Level Count","Number","2012","585"
"Netherlands","Kidnapping at the National Level Count","Number","2013","524"
"Netherlands","Kidnapping at the National Level Count","Number","2014","414"
"Netherlands","Kidnapping at the National Level Count","Number","2015","435"
"Netherlands","Kidnapping at the National Level Count","Number","2016","420"
"Netherlands","Kidnapping at the National Level Count","Number","2017","390"
"Netherlands","Kidnapping at the National Level Count","Number","2018","420"
"Poland","Kidnapping at the National Level Count","Number","2003","110"
"Poland","Kidnapping at the National Level Count","Number","2004","117"
"Poland","Kidnapping at the National Level Count","Number","2005","22"
"Poland","Kidnapping at the National Level Count","Number","2006","23"
"Poland","Kidnapping at the National Level Count","Number","2007","25"
"Poland","Kidnapping at the National Level Count","Number","2008","37"
"Poland","Kidnapping at the National Level Count","Number","2009","59"
"Poland","Kidnapping at the National Level Count","Number","2010","26"
"Poland","Kidnapping at the National Level Count","Number","2011","11"
"Poland","Kidnapping at the National Level Count","Number","2012","27"
"Poland","Kidnapping at the National Level Count","Number","2013","445"
"Poland","Kidnapping at the National Level Count","Number","2014","292"
"Poland","Kidnapping at the National Level Count","Number","2015","246"
"Belgium","Kidnapping at the National Level Count","Number","2003","1003"
"Belgium","Kidnapping at the National Level Count","Number","2004","1066"
"Belgium","Kidnapping at the National Level Count","Number","2005","919"
"Belgium","Kidnapping at the National Level Count","Number","2006","915"
"Belgium","Kidnapping at the National Level Count","Number","2007","958"
"Belgium","Kidnapping at the National Level Count","Number","2008","1013"
"Belgium","Kidnapping at the National Level Count","Number","2009","1080"
"Belgium","Kidnapping at the National Level Count","Number","2010","1122"
"Belgium","Kidnapping at the National Level Count","Number","2011","1194"
"Belgium","Kidnapping at the National Level Count","Number","2012","1185"
"Belgium","Kidnapping at the National Level Count","Number","2013","1163"
"Belgium","Kidnapping at the National Level Count","Number","2014","1151"
"Belgium","Kidnapping at the National Level Count","Number","2015","1171"
"Belgium","Kidnapping at the National Level Count","Number","2016","1201"
"Belgium","Kidnapping at the National Level Count","Number","2017","1170"
"Bulgaria","Kidnapping at the National Level Count","Number","2003","209"
"Bulgaria","Kidnapping at the National Level Count","Number","2004","192"
"Bulgaria","Kidnapping at the National Level Count","Number","2005","190"
"Bulgaria","Kidnapping at the National Level Count","Number","2006","125"
"Bulgaria","Kidnapping at the National Level Count","Number","2007","138"
"Bulgaria","Kidnapping at the National Level Count","Number","2008","127"
"Bulgaria","Kidnapping at the National Level Count","Number","2009","142"
"Bulgaria","Kidnapping at the National Level Count","Number","2010","118"
"Bulgaria","Kidnapping at the National Level Count","Number","2011","77"
"Bulgaria","Kidnapping at the National Level Count","Number","2012","75"
"Bulgaria","Kidnapping at the National Level Count","Number","2013","87"
"Bulgaria","Kidnapping at the National Level Count","Number","2014","95"
"Bulgaria","Kidnapping at the National Level Count","Number","2015","74"
"Bulgaria","Kidnapping at the National Level Count","Number","2016","70"
"Bulgaria","Kidnapping at the National Level Count","Number","2017","102"
"Bulgaria","Kidnapping at the National Level Count","Number","2018","63"
"Hungary","Kidnapping at the National Level Count","Number","2003","36"
"Hungary","Kidnapping at the National Level Count","Number","2004","19"
"Hungary","Kidnapping at the National Level Count","Number","2005","7"
"Hungary","Kidnapping at the National Level Count","Number","2006","13"
"Hungary","Kidnapping at the National Level Count","Number","2007","7"
"Hungary","Kidnapping at the National Level Count","Number","2008","11"
"Hungary","Kidnapping at the National Level Count","Number","2009","14"
"Hungary","Kidnapping at the National Level Count","Number","2010","18"
"Hungary","Kidnapping at the National Level Count","Number","2011","12"
"Hungary","Kidnapping at the National Level Count","Number","2012","9"
"Hungary","Kidnapping at the National Level Count","Number","2013","7"
"Hungary","Kidnapping at the National Level Count","Number","2014","3"
"Hungary","Kidnapping at the National Level Count","Number","2015","11"
"Hungary","Kidnapping at the National Level Count","Number","2016","5"
"Hungary","Kidnapping at the National Level Count","Number","2017","3"
"Hungary","Kidnapping at the National Level Count","Number","2018","2"
"Czechia","Kidnapping at the National Level Count","Number","2003","14"
"Czechia","Kidnapping at the National Level Count","Number","2004","15"
"Czechia","Kidnapping at the National Level Count","Number","2005","13"
"Czechia","Kidnapping at the National Level Count","Number","2006","16"
"Czechia","Kidnapping at the National Level Count","Number","2007","15"
"Czechia","Kidnapping at the National Level Count","Number","2008","8"
"Czechia","Kidnapping at the National Level Count","Number","2009","7"
"Czechia","Kidnapping at the National Level Count","Number","2010","10"
"Czechia","Kidnapping at the National Level Count","Number","2011","8"
"Czechia","Kidnapping at the National Level Count","Number","2012","8"
"Czechia","Kidnapping at the National Level Count","Number","2013","11"
"Czechia","Kidnapping at the National Level Count","Number","2014","15"
"Czechia","Kidnapping at the National Level Count","Number","2015","12"
"Czechia","Kidnapping at the National Level Count","Number","2016","18"
"Czechia","Kidnapping at the National Level Count","Number","2017","17"
"Czechia","Kidnapping at the National Level Count","Number","2018","13"
"Portugal","Kidnapping at the National Level Count","Number","2004","446"
"Portugal","Kidnapping at the National Level Count","Number","2005","438"
"Portugal","Kidnapping at the National Level Count","Number","2006","556"
"Portugal","Kidnapping at the National Level Count","Number","2007","443"
"Portugal","Kidnapping at the National Level Count","Number","2008","492"
"Portugal","Kidnapping at the National Level Count","Number","2009","539"
"Portugal","Kidnapping at the National Level Count","Number","2010","501"
"Portugal","Kidnapping at the National Level Count","Number","2011","507"
"Portugal","Kidnapping at the National Level Count","Number","2012","419"
"Portugal","Kidnapping at the National Level Count","Number","2013","432"
"Portugal","Kidnapping at the National Level Count","Number","2014","376"
"Portugal","Kidnapping at the National Level Count","Number","2015","369"
"Portugal","Kidnapping at the National Level Count","Number","2016","296"
"Portugal","Kidnapping at the National Level Count","Number","2017","292"
"Portugal","Kidnapping at the National Level Count","Number","2018","273"
"Romania","Kidnapping at the National Level Count","Number","2003","321"
"Romania","Kidnapping at the National Level Count","Number","2004","272"
"Romania","Kidnapping at the National Level Count","Number","2005","280"
"Romania","Kidnapping at the National Level Count","Number","2006","289"
"Romania","Kidnapping at the National Level Count","Number","2007","287"
"Romania","Kidnapping at the National Level Count","Number","2008","265"
"Romania","Kidnapping at the National Level Count","Number","2010","321"
"Romania","Kidnapping at the National Level Count","Number","2011","307"
"Romania","Kidnapping at the National Level Count","Number","2012","391"
"Romania","Kidnapping at the National Level Count","Number","2013","310"
"Romania","Kidnapping at the National Level Count","Number","2014","290"
"Romania","Kidnapping at the National Level Count","Number","2015","295"
"Romania","Kidnapping at the National Level Count","Number","2016","346"
"Romania","Kidnapping at the National Level Count","Number","2017","311"
"Romania","Kidnapping at the National Level Count","Number","2018","304"
"Austria","Kidnapping at the National Level Count","Number","2004","3"
"Austria","Kidnapping at the National Level Count","Number","2005","5"
"Austria","Kidnapping at the National Level Count","Number","2006","4"
"Austria","Kidnapping at the National Level Count","Number","2007","5"
"Austria","Kidnapping at the National Level Count","Number","2008","11"
"Austria","Kidnapping at the National Level Count","Number","2009","5"
"Austria","Kidnapping at the National Level Count","Number","2010","9"
"Austria","Kidnapping at the National Level Count","Number","2011","5"
"Austria","Kidnapping at the National Level Count","Number","2012","11"
"Austria","Kidnapping at the National Level Count","Number","2013","4"
"Austria","Kidnapping at the National Level Count","Number","2014","1"
"Austria","Kidnapping at the National Level Count","Number","2015","3"
"Austria","Kidnapping at the National Level Count","Number","2016","2"
"Austria","Kidnapping at the National Level Count","Number","2017","3"
"Austria","Kidnapping at the National Level Count","Number","2018","5"
"Greece","Kidnapping at the National Level Count","Number","2004","24"
"Greece","Kidnapping at the National Level Count","Number","2005","25"
"Greece","Kidnapping at the National Level Count","Number","2006","28"
"Greece","Kidnapping at the National Level Count","Number","2007","30"
"Greece","Kidnapping at the National Level Count","Number","2008","30"
"Greece","Kidnapping at the National Level Count","Number","2009","16"
"Greece","Kidnapping at the National Level Count","Number","2010","173"
"Greece","Kidnapping at the National Level Count","Number","2011","158"
"Greece","Kidnapping at the National Level Count","Number","2012","139"
"Greece","Kidnapping at the National Level Count","Number","2013","95"
"Greece","Kidnapping at the National Level Count","Number","2014","58"
"Greece","Kidnapping at the National Level Count","Number","2015","89"
"Greece","Kidnapping at the National Level Count","Number","2016","61"
"Greece","Kidnapping at the National Level Count","Number","2017","78"
"Greece","Kidnapping at the National Level Count","Number","2018","74"
"Slovakia","Kidnapping at the National Level Count","Number","2005","16"
"Slovakia","Kidnapping at the National Level Count","Number","2006","12"
"Slovakia","Kidnapping at the National Level Count","Number","2007","4"
"Slovakia","Kidnapping at the National Level Count","Number","2008","3"
"Slovakia","Kidnapping at the National Level Count","Number","2009","6"
"Slovakia","Kidnapping at the National Level Count","Number","2010","4"
"Slovakia","Kidnapping at the National Level Count","Number","2011","4"
"Slovakia","Kidnapping at the National Level Count","Number","2012","7"
"Slovakia","Kidnapping at the National Level Count","Number","2013","78"
"Slovakia","Kidnapping at the National Level Count","Number","2014","83"
"Slovakia","Kidnapping at the National Level Count","Number","2015","85"
"Slovakia","Kidnapping at the National Level Count","Number","2016","102"
"Slovakia","Kidnapping at the National Level Count","Number","2017","91"
"Slovakia","Kidnapping at the National Level Count","Number","2018","92"
"Estonia","Kidnapping at the National Level Count","Number","2003","2"
"Estonia","Kidnapping at the National Level Count","Number","2004","1"
"Estonia","Kidnapping at the National Level Count","Number","2005","2"
"Estonia","Kidnapping at the National Level Count","Number","2006","1"
"Estonia","Kidnapping at the National Level Count","Number","2007","2"
"Estonia","Kidnapping at the National Level Count","Number","2008","2"
"Estonia","Kidnapping at the National Level Count","Number","2009","0"
"Estonia","Kidnapping at the National Level Count","Number","2010","0"
"Estonia","Kidnapping at the National Level Count","Number","2011","3"
"Estonia","Kidnapping at the National Level Count","Number","2012","0"
"Estonia","Kidnapping at the National Level Count","Number","2013","1"
"Estonia","Kidnapping at the National Level Count","Number","2014","0"
"Estonia","Kidnapping at the National Level Count","Number","2015","0"
"Estonia","Kidnapping at the National Level Count","Number","2017","0"
"Estonia","Kidnapping at the National Level Count","Number","2018","0"
"Ireland","Kidnapping at the National Level Count","Number","2003","53"
"Ireland","Kidnapping at the National Level Count","Number","2004","74"
"Ireland","Kidnapping at the National Level Count","Number","2005","74"
"Ireland","Kidnapping at the National Level Count","Number","2006","81"
"Ireland","Kidnapping at the National Level Count","Number","2007","106"
"Ireland","Kidnapping at the National Level Count","Number","2008","77"
"Ireland","Kidnapping at the National Level Count","Number","2009","146"
"Ireland","Kidnapping at the National Level Count","Number","2010","134"
"Ireland","Kidnapping at the National Level Count","Number","2011","109"
"Ireland","Kidnapping at the National Level Count","Number","2012","101"
"Ireland","Kidnapping at the National Level Count","Number","2013","81"
"Ireland","Kidnapping at the National Level Count","Number","2014","53"
"Ireland","Kidnapping at the National Level Count","Number","2015","92"
"Ireland","Kidnapping at the National Level Count","Number","2016","72"
"Ireland","Kidnapping at the National Level Count","Number","2017","76"
"Lithuania","Kidnapping at the National Level Count","Number","2003","37"
"Lithuania","Kidnapping at the National Level Count","Number","2004","62"
"Lithuania","Kidnapping at the National Level Count","Number","2005","70"
"Lithuania","Kidnapping at the National Level Count","Number","2006","60"
"Lithuania","Kidnapping at the National Level Count","Number","2007","66"
"Lithuania","Kidnapping at the National Level Count","Number","2008","61"
"Lithuania","Kidnapping at the National Level Count","Number","2009","59"
"Lithuania","Kidnapping at the National Level Count","Number","2010","69"
"Lithuania","Kidnapping at the National Level Count","Number","2011","48"
"Lithuania","Kidnapping at the National Level Count","Number","2012","65"
"Lithuania","Kidnapping at the National Level Count","Number","2013","46"
"Lithuania","Kidnapping at the National Level Count","Number","2014","0"
"Lithuania","Kidnapping at the National Level Count","Number","2015","0"
"Lithuania","Kidnapping at the National Level Count","Number","2016","0"
"Lithuania","Kidnapping at the National Level Count","Number","2017","0"
"Lithuania","Kidnapping at the National Level Count","Number","2018","0"
"Latvia","Kidnapping at the National Level Count","Number","2003","26"
"Latvia","Kidnapping at the National Level Count","Number","2004","41"
"Latvia","Kidnapping at the National Level Count","Number","2005","6"
"Latvia","Kidnapping at the National Level Count","Number","2006","8"
"Latvia","Kidnapping at the National Level Count","Number","2007","9"
"Latvia","Kidnapping at the National Level Count","Number","2008","3"
"Latvia","Kidnapping at the National Level Count","Number","2009","9"
"Latvia","Kidnapping at the National Level Count","Number","2010","8"
"Latvia","Kidnapping at the National Level Count","Number","2011","7"
"Latvia","Kidnapping at the National Level Count","Number","2012","1"
"Latvia","Kidnapping at the National Level Count","Number","2013","18"
"Latvia","Kidnapping at the National Level Count","Number","2014","17"
